cluster_id,app_number,application_id,start_time,end_time,log_lines,duration_seconds
1440487435730,0039,1440487435730_0039,2015-09-01 18:14:40,2015-09-01 18:19:50,9946,310
1448006111297,0137,1448006111297_0137,2016-04-07 10:45:21,2016-04-07 11:28:11,60345,2570
1448006111297,0138,1448006111297_0138,2016-04-07 11:39:58,2016-04-07 12:22:08,58063,2530
1460011102909,0176,1460011102909_0176,2016-07-26 11:54:20,2016-07-26 12:19:25,117471,1505
1472621869829,0081,1472621869829_0081,2016-09-09 07:43:47,2016-09-09 07:44:12,83,25
1472621869829,0082,1472621869829_0082,2016-09-09 07:45:49,2016-09-09 07:45:59,82,10
1472621869829,0083,1472621869829_0083,2016-09-09 07:46:50,2016-09-09 07:47:09,84,19
1472621869829,0084,1472621869829_0084,2016-09-09 07:48:25,2016-09-09 07:48:49,83,24
1472621869829,0085,1472621869829_0085,2016-09-09 07:51:18,2016-09-09 07:51:44,83,26
1472621869829,0086,1472621869829_0086,2016-09-09 07:52:43,2016-09-09 07:53:05,83,22
1472621869829,0087,1472621869829_0087,2016-09-09 08:04:46,2016-09-09 08:05:19,910,33
1472621869829,0088,1472621869829_0088,2016-09-09 10:06:51,2016-09-09 10:07:06,1596,15
1474351042505,2578,1474351042505_2578,2016-11-18 22:30:06,2016-11-19 00:59:04,80711,8938
1485248649253,0001,1485248649253_0001,2017-01-24 17:00:28,2017-01-24 17:13:19,614,771
1485248649253,0002,1485248649253_0002,2017-02-01 11:58:08,2017-02-02 03:30:45,1435333,55957
1485248649253,0003,1485248649253_0003,2017-02-09 19:44:21,2017-02-09 19:56:53,667,752
1485248649253,0004,1485248649253_0004,2017-02-09 19:56:35,2017-02-09 20:03:43,643,428
1485248649253,0005,1485248649253_0005,2017-02-09 20:17:48,2017-02-09 20:25:41,369,473
1485248649253,0006,1485248649253_0006,2017-02-09 20:36:11,2017-02-09 20:44:05,568,474
1485248649253,0007,1485248649253_0007,2017-03-14 20:56:31,2017-03-14 21:11:24,770,893
1485248649253,0008,1485248649253_0008,2017-03-14 20:59:51,2017-03-14 21:13:59,1209,848
1485248649253,0009,1485248649253_0009,2017-03-14 21:02:26,2017-03-14 21:14:41,605,735
1485248649253,0010,1485248649253_0010,2017-03-14 21:11:12,2017-03-14 21:21:44,763,632
1485248649253,0011,1485248649253_0011,2017-03-14 21:13:08,2017-03-14 21:22:44,767,576
1485248649253,0012,1485248649253_0012,2017-03-14 21:21:44,2017-03-14 21:31:20,763,576
1485248649253,0017,1485248649253_0017,2017-03-14 21:22:44,2017-03-14 21:38:38,381,954
1485248649253,0014,1485248649253_0014,2017-03-14 21:23:57,2017-03-14 21:31:23,737,446
1485248649253,0015,1485248649253_0015,2017-03-14 21:24:02,2017-03-14 21:33:36,731,574
1485248649253,0018,1485248649253_0018,2017-03-14 21:26:32,2017-03-14 21:40:13,398,821
1485248649253,0016,1485248649253_0016,2017-03-14 21:26:48,2017-03-14 21:32:46,342,358
1485248649253,0019,1485248649253_0019,2017-03-14 21:30:49,2017-03-14 21:46:41,370,952
1485248649253,0020,1485248649253_0020,2017-03-14 21:39:57,2017-03-14 21:46:10,374,373
1485248649253,0022,1485248649253_0022,2017-03-14 21:52:53,2017-03-14 22:08:33,770,940
1485248649253,0021,1485248649253_0021,2017-03-14 21:58:34,2017-03-14 21:58:45,14,11
1485248649253,0023,1485248649253_0023,2017-03-14 22:03:09,2017-03-14 22:36:35,791,2006
1485248649253,0024,1485248649253_0024,2017-03-14 22:16:41,2017-03-14 22:51:06,659,2065
1485248649253,0026,1485248649253_0026,2017-03-16 16:38:25,2017-03-16 16:57:20,592,1135
1485248649253,0027,1485248649253_0027,2017-03-16 17:04:51,2017-03-16 17:26:44,4537,1313
1485248649253,0029,1485248649253_0029,2017-03-16 17:11:13,2017-03-16 17:40:38,4541,1765
1485248649253,0030,1485248649253_0030,2017-03-16 17:46:33,2017-03-16 20:33:32,55122,10019
1485248649253,0031,1485248649253_0031,2017-03-21 00:17:49,2017-03-21 00:23:21,26,332
1485248649253,0033,1485248649253_0033,2017-03-21 00:18:39,2017-03-21 00:36:52,398,1093
1485248649253,0032,1485248649253_0032,2017-03-21 00:18:54,2017-03-21 00:35:42,167,1008
1485248649253,0034,1485248649253_0034,2017-03-21 09:28:15,2017-03-21 09:48:24,24740,1209
1485248649253,0035,1485248649253_0035,2017-03-21 09:41:22,2017-03-21 10:30:24,69521,2942
1485248649253,0036,1485248649253_0036,2017-03-21 11:34:08,2017-03-21 12:22:14,64114,2886
1485248649253,0037,1485248649253_0037,2017-03-23 13:59:32,2017-03-23 14:36:47,52189,2235
1485248649253,0038,1485248649253_0038,2017-03-23 14:31:22,2017-03-23 15:14:46,66020,2604
1485248649253,0039,1485248649253_0039,2017-03-23 14:35:13,2017-03-23 15:23:34,58869,2901
1485248649253,0040,1485248649253_0040,2017-03-23 15:49:27,2017-03-23 15:51:18,26,111
1485248649253,0041,1485248649253_0041,2017-03-23 15:52:19,2017-03-23 16:27:15,32343,2096
1485248649253,0042,1485248649253_0042,2017-03-27 14:28:01,2017-03-27 15:18:26,66530,3025
1485248649253,0043,1485248649253_0043,2017-03-27 19:34:24,2017-03-27 20:08:45,87135,2061
1485248649253,0044,1485248649253_0044,2017-03-28 11:11:56,2017-03-28 11:39:47,43581,1671
1485248649253,0045,1485248649253_0045,2017-03-28 11:30:59,2017-03-28 11:47:43,35506,1004
1485248649253,0046,1485248649253_0046,2017-03-28 11:43:31,2017-03-28 11:59:11,27453,940
1485248649253,0047,1485248649253_0047,2017-03-28 15:07:59,2017-03-28 15:43:55,61399,2156
1485248649253,0048,1485248649253_0048,2017-03-28 15:38:31,2017-03-28 16:08:38,51981,1807
1485248649253,0049,1485248649253_0049,2017-03-28 17:01:07,2017-03-28 17:40:20,9867,2353
1485248649253,0050,1485248649253_0050,2017-03-28 18:00:09,2017-03-28 18:43:08,57634,2579
1485248649253,0052,1485248649253_0052,2017-03-29 09:55:33,2017-03-29 10:11:36,1601,963
1485248649253,0051,1485248649253_0051,2017-03-29 10:08:37,2017-03-29 10:10:19,991,102
1485248649253,0053,1485248649253_0053,2017-03-29 17:07:34,2017-03-29 17:45:50,28261,2296
1485248649253,0054,1485248649253_0054,2017-03-29 17:12:57,2017-03-29 17:29:51,415,1014
1485248649253,0055,1485248649253_0055,2017-03-29 17:28:03,2017-03-29 18:05:33,5515,2250
1485248649253,0056,1485248649253_0056,2017-03-29 19:21:17,2017-03-29 20:02:22,75877,2465
1485248649253,0057,1485248649253_0057,2017-03-29 21:11:38,2017-03-29 21:49:45,44711,2287
1485248649253,0058,1485248649253_0058,2017-03-29 21:42:30,2017-03-29 23:17:39,11121,5709
1485248649253,0059,1485248649253_0059,2017-03-29 22:59:28,2017-03-30 00:32:02,27086,5554
1485248649253,0061,1485248649253_0061,2017-03-29 23:04:42,2017-03-30 00:03:07,59606,3505
1485248649253,0060,1485248649253_0060,2017-03-29 23:10:07,2017-03-30 00:44:07,30402,5640
1485248649253,0062,1485248649253_0062,2017-04-11 19:12:00,2017-04-11 23:12:31,11137,14431
1485248649253,0063,1485248649253_0063,2017-04-13 18:45:36,2017-04-14 01:23:39,20016,23883
1485248649253,0064,1485248649253_0064,2017-04-13 19:41:24,2017-04-13 20:49:17,22264,4073
1485248649253,0066,1485248649253_0066,2017-04-13 20:40:33,2017-04-13 21:13:42,11142,1989
1485248649253,0067,1485248649253_0067,2017-04-13 20:45:08,2017-04-13 22:07:06,22294,4918
1485248649253,0068,1485248649253_0068,2017-04-13 21:26:01,2017-04-13 23:59:39,36282,9218
1485248649253,0070,1485248649253_0070,2017-04-13 21:55:47,2017-04-13 23:25:42,23581,5395
1485248649253,0071,1485248649253_0071,2017-04-13 22:50:46,2017-04-14 00:33:51,33660,6185
1485248649253,0072,1485248649253_0072,2017-04-20 13:43:42,2017-04-20 16:25:57,39830,9735
1485248649253,0073,1485248649253_0073,2017-04-25 18:11:33,2017-04-25 21:54:35,43013,13382
1485248649253,0074,1485248649253_0074,2017-05-02 12:38:46,2017-05-02 15:17:30,34280,9524
1485248649253,0075,1485248649253_0075,2017-05-08 08:36:49,2017-05-08 10:25:51,29405,6542
1485248649253,0076,1485248649253_0076,2017-05-08 09:49:41,2017-05-08 13:05:34,25814,11753
1485248649253,0077,1485248649253_0077,2017-06-06 20:54:23,2017-06-06 21:12:14,383,1071
1485248649253,0080,1485248649253_0080,2017-06-06 21:01:03,2017-06-06 21:18:53,612,1070
1485248649253,0082,1485248649253_0082,2017-06-06 21:01:43,2017-06-06 21:17:30,630,947
1485248649253,0083,1485248649253_0083,2017-06-06 21:02:04,2017-06-06 21:17:51,625,947
1485248649253,0084,1485248649253_0084,2017-06-06 21:02:26,2017-06-06 21:20:15,621,1069
1485248649253,0078,1485248649253_0078,2017-06-06 21:07:25,2017-06-06 21:18:25,573,660
1485248649253,0081,1485248649253_0081,2017-06-06 21:08:12,2017-06-06 21:17:33,622,561
1485248649253,0085,1485248649253_0085,2017-06-06 21:09:35,2017-06-06 21:18:32,579,537
1485248649253,0086,1485248649253_0086,2017-06-06 21:09:52,2017-06-06 21:18:55,602,543
1485248649253,0087,1485248649253_0087,2017-06-06 21:10:14,2017-06-06 21:19:40,629,566
1485248649253,0088,1485248649253_0088,2017-06-06 21:10:37,2017-06-06 21:21:37,627,660
1485248649253,0089,1485248649253_0089,2017-06-06 21:27:33,2017-06-06 21:42:09,99286,876
1485248649253,0090,1485248649253_0090,2017-06-06 21:29:49,2017-06-06 21:48:49,78281,1140
1485248649253,0091,1485248649253_0091,2017-06-06 21:38:58,2017-06-06 21:58:01,73807,1143
1485248649253,0092,1485248649253_0092,2017-06-06 21:45:56,2017-06-06 22:05:06,71196,1150
1485248649253,0093,1485248649253_0093,2017-06-06 21:51:49,2017-06-06 22:11:00,83556,1151
1485248649253,0094,1485248649253_0094,2017-06-06 21:57:06,2017-06-06 22:16:21,82841,1155
1485248649253,0095,1485248649253_0095,2017-06-06 22:03:14,2017-06-06 22:22:40,93544,1166
1485248649253,0096,1485248649253_0096,2017-06-06 22:15:13,2017-06-06 22:34:30,93218,1157
1485248649253,0097,1485248649253_0097,2017-06-07 15:03:51,2017-06-07 15:23:51,126199,1200
1485248649253,0098,1485248649253_0098,2017-06-07 15:11:08,2017-06-07 15:30:38,97358,1170
1485248649253,0099,1485248649253_0099,2017-06-07 15:29:35,2017-06-07 15:50:16,156928,1241
1485248649253,0100,1485248649253_0100,2017-06-07 15:40:55,2017-06-07 16:01:59,186601,1264
1485248649253,0101,1485248649253_0101,2017-06-07 16:08:52,2017-06-07 16:27:22,21477,1110
1485248649253,0102,1485248649253_0102,2017-06-07 16:11:47,2017-06-07 16:30:30,28532,1123
1485248649253,0103,1485248649253_0103,2017-06-07 16:21:21,2017-06-07 16:38:28,37069,1027
1485248649253,0104,1485248649253_0104,2017-06-07 16:37:02,2017-06-07 16:54:11,45105,1029
1485248649253,0105,1485248649253_0105,2017-06-07 16:41:45,2017-06-07 17:01:01,48135,1156
1485248649253,0106,1485248649253_0106,2017-06-07 16:51:10,2017-06-07 17:09:24,57134,1094
1485248649253,0107,1485248649253_0107,2017-06-07 17:00:58,2017-06-07 17:20:52,62526,1194
1485248649253,0108,1485248649253_0108,2017-06-08 09:42:42,2017-06-08 10:04:46,113344,1324
1485248649253,0109,1485248649253_0109,2017-06-08 09:59:00,2017-06-08 10:12:44,173323,824
1485248649253,0110,1485248649253_0110,2017-06-08 10:03:53,2017-06-08 10:29:24,348518,1531
1485248649253,0111,1485248649253_0111,2017-06-08 10:26:16,2017-06-08 10:53:05,369898,1609
1485248649253,0112,1485248649253_0112,2017-06-08 10:49:47,2017-06-08 11:05:56,572,969
1485248649253,0113,1485248649253_0113,2017-06-08 10:51:50,2017-06-08 11:07:59,530,969
1485248649253,0114,1485248649253_0114,2017-06-08 10:52:33,2017-06-08 11:08:42,579,969
1485248649253,0115,1485248649253_0115,2017-06-08 10:55:30,2017-06-08 11:13:43,34519,1093
1485248649253,0116,1485248649253_0116,2017-06-08 11:00:28,2017-06-08 11:18:42,35981,1094
1485248649253,0117,1485248649253_0117,2017-06-08 11:25:56,2017-06-08 11:47:47,375648,1311
1485248649253,0118,1485248649253_0118,2017-06-08 11:44:19,2017-06-08 12:04:13,40450,1194
1485248649253,0119,1485248649253_0119,2017-06-08 11:54:33,2017-06-08 12:07:56,41635,803
1485248649253,0120,1485248649253_0120,2017-06-08 12:06:47,2017-06-08 12:29:43,231674,1376
1485248649253,0121,1485248649253_0121,2017-06-08 13:19:49,2017-06-08 14:23:34,707806,3825
1485248649253,0122,1485248649253_0122,2017-06-08 14:15:25,2017-06-08 14:24:40,23318,555
1485248649253,0123,1485248649253_0123,2017-06-08 14:21:33,2017-06-08 14:40:35,23346,1142
1485248649253,0124,1485248649253_0124,2017-06-08 14:38:50,2017-06-08 15:09:51,326919,1861
1485248649253,0125,1485248649253_0125,2017-06-08 15:08:48,2017-06-08 15:25:53,125565,1025
1485248649253,0126,1485248649253_0126,2017-06-08 15:24:33,2017-06-08 15:47:00,111608,1347
1485248649253,0127,1485248649253_0127,2017-06-08 15:40:53,2017-06-08 15:56:29,127279,936
1485248649253,0128,1485248649253_0128,2017-06-08 15:43:03,2017-06-08 16:04:40,125595,1297
1485248649253,0129,1485248649253_0129,2017-06-08 16:07:04,2017-06-08 17:00:50,688332,3226
1485248649253,0130,1485248649253_0130,2017-06-08 16:55:15,2017-06-08 17:21:58,201412,1603
1485248649253,0131,1485248649253_0131,2017-06-08 17:14:12,2017-06-08 18:02:49,685600,2917
1485248649253,0132,1485248649253_0132,2017-06-08 18:53:13,2017-06-08 22:49:01,4240529,14148
1485248649253,0133,1485248649253_0133,2017-06-09 09:12:49,2017-06-09 09:28:15,125569,926
1485248649253,0134,1485248649253_0134,2017-06-09 09:38:32,2017-06-09 10:20:09,681515,2497
1485248649253,0135,1485248649253_0135,2017-06-09 10:20:18,2017-06-09 10:41:03,196986,1245
1485248649253,0136,1485248649253_0136,2017-06-09 10:30:01,2017-06-09 11:20:50,670324,3049
1485248649253,0137,1485248649253_0137,2017-06-09 11:08:20,2017-06-09 14:05:01,3708594,10601
1485248649253,0138,1485248649253_0138,2017-06-09 15:02:32,2017-06-09 15:26:59,123794,1467
1485248649253,0139,1485248649253_0139,2017-06-09 15:30:53,2017-06-09 16:09:08,695267,2295
1485248649253,0140,1485248649253_0140,2017-06-09 16:15:44,2017-06-09 16:35:11,197877,1167
1485248649253,0141,1485248649253_0141,2017-06-09 16:36:24,2017-06-09 17:07:24,686092,1860
1485248649253,0142,1485248649253_0142,2017-06-09 16:56:04,2017-06-09 17:46:29,734106,3025
1485248649253,0143,1485248649253_0143,2017-06-09 17:24:53,2017-06-09 17:41:25,12165,992
1485248649253,0144,1485248649253_0144,2017-06-09 17:31:13,2017-06-09 19:08:29,1697664,5836
1485248649253,0145,1485248649253_0145,2017-06-09 18:57:18,2017-06-09 19:19:05,127155,1307
1485248649253,0146,1485248649253_0146,2017-06-09 19:17:08,2017-06-09 20:01:54,573258,2686
1485248649253,0147,1485248649253_0147,2017-06-09 20:10:40,2017-06-09 20:39:06,178348,1706
1485248649253,0148,1485248649253_0148,2017-06-09 20:24:06,2017-06-09 21:05:46,622707,2500
1485248649253,0149,1485248649253_0149,2017-06-09 20:59:43,2017-06-09 22:28:08,1451691,5305
1485248649253,0153,1485248649253_0153,2017-06-10 14:56:51,2017-06-10 15:13:49,33631,1018
1485248649253,0155,1485248649253_0155,2017-06-10 14:59:38,2017-06-10 15:17:13,34919,1055
1485248649253,0150,1485248649253_0150,2017-06-10 14:59:40,2017-06-10 15:09:47,33609,607
1485248649253,0151,1485248649253_0151,2017-06-10 15:01:01,2017-06-10 15:11:06,33606,605
1485248649253,0156,1485248649253_0156,2017-06-10 15:01:11,2017-06-10 15:18:14,34937,1023
1485248649253,0152,1485248649253_0152,2017-06-10 15:02:20,2017-06-10 15:12:49,33600,629
1485248649253,0158,1485248649253_0158,2017-06-10 15:04:03,2017-06-10 15:22:13,33804,1090
1485248649253,0154,1485248649253_0154,2017-06-10 15:05:03,2017-06-10 15:15:08,33628,605
1485248649253,0159,1485248649253_0159,2017-06-10 15:06:16,2017-06-10 15:23:15,34936,1019
1485248649253,0160,1485248649253_0160,2017-06-10 15:07:44,2017-06-10 15:24:36,38244,1012
1485248649253,0161,1485248649253_0161,2017-06-10 15:09:15,2017-06-10 15:26:07,39404,1012
1485248649253,0157,1485248649253_0157,2017-06-10 15:09:28,2017-06-10 15:20:01,34905,633
1485248649253,0162,1485248649253_0162,2017-06-10 15:10:34,2017-06-10 15:27:59,38186,1045
1485248649253,0164,1485248649253_0164,2017-06-10 15:13:20,2017-06-10 15:28:43,38177,923
1485248649253,0165,1485248649253_0165,2017-06-10 15:14:56,2017-06-10 15:32:03,42051,1027
1485248649253,0166,1485248649253_0166,2017-06-10 15:16:28,2017-06-10 15:34:02,42065,1054
1485248649253,0167,1485248649253_0167,2017-06-10 15:18:05,2017-06-10 15:35:11,42053,1026
1485248649253,0168,1485248649253_0168,2017-06-10 15:19:39,2017-06-10 15:35:04,42064,925
1485248649253,0163,1485248649253_0163,2017-06-10 15:19:47,2017-06-10 15:29:16,39364,569
1485248649253,0169,1485248649253_0169,2017-06-10 15:21:18,2017-06-10 15:38:52,42063,1054
1485248649253,0170,1485248649253_0170,2017-06-10 15:22:59,2017-06-10 15:40:14,41700,1035
1485248649253,0171,1485248649253_0171,2017-06-10 15:24:53,2017-06-10 15:48:46,34282,1433
1485248649253,0172,1485248649253_0172,2017-06-10 20:30:59,2017-06-10 20:45:49,13132,890
1485248649253,0173,1485248649253_0173,2017-07-27 11:41:53,2017-07-27 11:59:40,2531,1067
1485248649253,0174,1485248649253_0174,2017-07-27 14:31:34,2017-07-27 14:53:35,1377,1321
1485248649253,0175,1485248649253_0175,2017-07-27 14:35:30,2017-07-27 14:45:51,536,621
1485248649253,0176,1485248649253_0176,2017-07-27 14:42:13,2017-07-27 14:52:05,571,592
1485248649253,0178,1485248649253_0178,2017-07-27 15:02:55,2017-07-27 15:20:38,579,1063
1485248649253,0177,1485248649253_0177,2017-07-27 15:09:56,2017-07-27 15:19:06,545,550
1485248649253,0180,1485248649253_0180,2017-07-27 15:14:48,2017-07-27 15:32:31,524,1063
1485248649253,0179,1485248649253_0179,2017-07-27 15:23:03,2017-07-27 15:31:35,523,512
1485248649253,0181,1485248649253_0181,2017-07-27 20:25:59,2017-07-27 20:35:52,541,593
1485248649253,0182,1485248649253_0182,2017-07-27 20:57:23,2017-07-27 21:15:10,761,1067
1485248649253,0184,1485248649253_0184,2017-07-27 21:02:56,2017-07-27 21:22:53,30300,1197
1485248649253,0183,1485248649253_0183,2017-07-27 21:07:53,2017-07-27 21:18:22,1591,629
1485248649253,0186,1485248649253_0186,2017-07-27 21:18:18,2017-07-27 21:38:19,28520,1201
1485248649253,0185,1485248649253_0185,2017-07-27 21:23:12,2017-07-27 21:33:34,1404,622
1485248649253,0187,1485248649253_0187,2017-07-27 21:25:08,2017-07-27 21:45:00,28426,1192
